,comm_date,author,author_id,likes,comment,video_id
0,2023-10-18T08:23:05Z,William Campbell,UCcdEp6qhJMase0iFYh93_aw,0,67557,CZy5pwKdMuo
1,2023-10-18T08:19:07Z,BR_Edits,UCYXVL2onUUn0S3TfLv8UgNQ,0,FROM RULING THE WORLD TO A PEACEFUL LIFE ! 😌,CZy5pwKdMuo
2,2023-10-18T08:08:18Z,Priti Sonkar,UC70wUgWLwSH0N6MJ6IOfwFQ,0,Like this,CZy5pwKdMuo
3,2023-10-18T07:10:27Z,Topia10x10,UC4GgWQT7hwY4oe1lMaqyW5A,0,Finding pewds when I was just becoming a teenager & needing a laugh with all the crazy bs going on around me & in the world. & now being 21 watching him have a family. Genuinely happy for bro,CZy5pwKdMuo
4,2023-10-18T06:50:35Z,BRI3KY,UC7meEQYw_N2pdU7Ry9Xo33A,1,I want to see bjorn go to school asap,CZy5pwKdMuo
5,2023-10-18T05:53:01Z,Malak 22,UC85W2qHhhTt1tpYt1ZzNiRw,2,"Share this all !!!

What's happening in Gaza it's not a war,it's genocide!lsrael

doesn't attack an army,they attacking an unarmed civilians,women,children.old people.Blow up homes with their residents inside the homes, they don't care if the homes have children,women,even people with special needs.those civilians need to be treated as humans, and that's their lowest right in this world. I am wondering how the world still sees the terrible actions from the terrorist Israel as oppressed?!! Children,",CZy5pwKdMuo
6,2023-10-18T05:52:28Z,ThembelaSiyandaKimya Magcaba,UCAlE4GPZS7IdmqTzjsoYo0g,0,Pewdiepie has completed YouTube 🥹🥹🥹🎉,CZy5pwKdMuo
7,2023-10-18T05:01:44Z,Renee Dansereau,UChDtRNe73DdFWTvGyjBKOTA,0,So cute and so happy for you all! We know he was pooping at the end!!,CZy5pwKdMuo
8,2023-10-18T02:57:54Z,dredthizz87,UC5TPw5WKqYG_JmBgv_ZHiXg,1,Baby review. 👏👏,CZy5pwKdMuo
9,2023-10-18T02:01:45Z,gwyn gilkeson,UCfj17HccVafAHLH28Uel84A,1,The pooping face at the end 😂😂😂,CZy5pwKdMuo
10,2023-10-18T01:26:54Z,Wesleyem3,UCNxBu4Fs5pxj5IeI0nbQheg,0,"After all the craziness of Felix's life, all the controversies and mistakes, and having learned from them, I'm glad he's living the life he deserves.",CZy5pwKdMuo
11,2023-10-18T00:38:10Z,Thierry Deschenes,UCbFw3GZT_I29XhIUcBSkdmQ,0,8 month mark was hard for me,CZy5pwKdMuo
