,comm_date,author,author_id,likes,comment,video_id
0,2023-11-09T18:28:03Z,iky_Macio06,UCTxGaO1dknI1NNjkzHdiA6Q,0,"Maaf yah pak Boneng, yg bapa bilang katanya gapernh nyari² kerja , itu Klo ada bang Mandra mhh, psty di banyolin, (Sombong Amat) 😅😂,, Dulu mhh ya boleh lhh krna msih muda msih bnyk Yg minat dgn karya bapa, Tpi Kn itu juga cuman Kya piguran cmn sbntar Tampil nya,, Klo hrus nunggu2 tawaran yg pas dgn bayaran, jtoh nya Kya nya seakan akan Gimnh gtuhh,,",cqd6SGKWAQw
1,2023-11-09T16:58:30Z,Eris Vasya,UCKpyAmjgfwLo_YIBylZ1_bA,0,Coba tolong politik liat ini (oh itu tidak mungkin),cqd6SGKWAQw
2,2023-11-08T06:19:06Z,Kobath Bath,UCwE2R4-cgfMhh8bv-ldyZGA,0,Undang Adipati Dolken bang praz,cqd6SGKWAQw
3,2023-11-07T11:48:20Z,qbaw,UCnW_V2B1qoN87nxd8_GL2Nw,0,Wajah nya memang menua..rambut nya juga memutih..tapi setiap film nya ga bakal tetap segar untuk kita tonton berulang ulang kali,cqd6SGKWAQw
4,2023-11-06T11:17:00Z,Toman,UC9n1fPPiAWgYdfVFlgx2ijQ,0,Saksi Sejarah film Indonesia. Awal mula dibuatnya Sinetron. Salut pak Boneng. Terima kasih utk ilmu dan sharing kisahnya..,cqd6SGKWAQw
5,2023-11-06T01:03:35Z,Dahlia Morena,UCLAmeZ8igx7IM539CnBvXVA,1,"Rasanya ingin kembali hidup seperti di masa kecil, film warkop selalu menghibur yg bikin ketawa, dulu film favorit waktu kecil, kalo dgr  nama Dono Kasino Indro paling bersemangat mau nonton, semoga Bang Indro dan Om Boneng tetap di berikan kesehatan dan panjang umur, orang yg paling top yg menghibur byk org.",cqd6SGKWAQw
6,2023-11-05T18:57:39Z,Laskar Pelangi,UCJ7uMVD06gTc5Pzt09nl3zQ,0,Mbah boneng 😌,cqd6SGKWAQw
7,2023-11-05T02:12:43Z,Agus Tiawan,UCgmYPA3DvB9om8p8w7H147g,0,Kwkwk gak penting bgt katanya boneng,cqd6SGKWAQw
8,2023-11-04T17:04:59Z,Emi Anjaspurba,UC5uLkLTvIk9KmEst6YO6P7g,0,"Salut sama om boneng, Coba deh kalian perhatikan om boneng kalem banget (Senior yang sangat matang)
Om indro dengan om deddy sedang mengobrol om boneng gk pernah sedikitpun memotong pembicaraan mereka, om boneng selalu mengikuti arus lingkungannya...
Keren parah",cqd6SGKWAQw
9,2023-11-04T16:55:08Z,Emi Anjaspurba,UC5uLkLTvIk9KmEst6YO6P7g,0,2 seniman legenda dunia hiburan indonesia yang sangat melekat dihati anak 80-90 an hingga saat ini 😅❤,cqd6SGKWAQw
10,2023-11-03T11:14:45Z,Fiyan Skj,UC4yzcFfyLVKRDLt956__YKw,0,"Salah satu dari banyak senima panutan Indonesia,sehat selalu Omku",cqd6SGKWAQw
11,2023-11-02T11:55:12Z,Belva Anggi,UCiab7QYSz5Odq7_EvoSdA3g,0,Satpam laker 😂,cqd6SGKWAQw
12,2023-11-02T06:15:52Z,Karna Jaya,UCmOi45U8BYP36RgzHD8PKOw,0,"Jangan lupa Transfer & ato amplop ke Bang Boneng,he...he. .",cqd6SGKWAQw
13,2023-11-02T03:58:11Z,NarutoKun,UC-Whk7j648xvW5H0BqKv_kA,0,Satpam laker oleng😂,cqd6SGKWAQw
14,2023-11-01T14:01:30Z,Dany Albi,UCfTIrz-8XmuwFXkLsG1Rt3g,0,Semoga selalu dalam lindungan ALLAH SWT..om Dedy.om Indro dan Atuk Boneng beserta para penontonya,cqd6SGKWAQw
15,2023-11-01T12:02:16Z,Masterpreuner academy,UCC_WEaziabBlp_SvVTYTrpg,0,LEGEND . SEHAT SELALU WAK BONENG,cqd6SGKWAQw
16,2023-11-01T03:03:17Z,Dodi Nugroho,UCjFNFS6Mn4I-tlh0zdN2MJg,0,Seniman legenda memang berbeda seniman itu harus ikhlas berkarya bukan seniman proyek!. Memang panutan makasih pak indro dan pak boneng,cqd6SGKWAQw
17,2023-10-30T16:51:35Z,Ahmad Naufal,UCB5WVtPe9tz4CXPDxE2t7IA,0,Andai kata dono dan kasino ada seneng kayak nga😢😢,cqd6SGKWAQw
18,2023-10-30T13:51:04Z,Budyarto Budyarto,UCtJhTnH8_FRdDb9FLJdf7Jw,0,Ada yang inget kata ONDE..ONDE..?,cqd6SGKWAQw
19,2023-10-30T13:07:09Z,Khoiri,UCn3A7rKzsU71UwiOofv_i7g,0,"Sehat selalu indro,boneng idolakuuuuuuuu",cqd6SGKWAQw
20,2023-10-30T12:09:10Z,fltommy,UCsA1KBxrE0MJlK52uo5IumA,0,"Khusus kalau tamu lengend jangan sponsor teh om tapi kopi.
Karena pembahasan nya jauh dan dalam sekali..",cqd6SGKWAQw
21,2023-10-29T09:44:43Z,Indra Jaya,UCjwGiaufRufDhiyxnS6y90A,0,"Entah berapa kali sudah saya nonton podcast bang dedey dgn bintang tamu luar biasa, om indro dan om didi boneng, terharu dan netes air mata menyimak sekian kali podcast ini, sehat trus bang deddy C, om indro dan om didi boneng, aminnnnn ya allah",cqd6SGKWAQw
22,2023-10-29T06:16:43Z,Ogre Tybelius,UCWebYOE1UiX9Rgw4XLHUJlA,0,"Jaman dulu porno dimana2....
Perkosaan dikit.....

Jaman now semua tertutup...
Perkosaan dan pelecehan gila2an",cqd6SGKWAQw
23,2023-10-29T01:21:59Z,Azril Muhamad,UC0-sFvMIYsq5ZcryY1RHKXQ,1,The best om om,cqd6SGKWAQw
24,2023-10-28T15:01:37Z,kristianalan marvelius,UC5gQ7DZaVcC0c3_VgaES7rw,0,"Respect, legend !!!",cqd6SGKWAQw
25,2023-10-28T13:20:57Z,BAYU KRISTIYANTO,UChhWErF51eKs3JUlePb6Mdg,0,"Om boneng dan Om Indro adalah seniman sejati ...hidup mereka untuk berkarya 
Terima kasih banyak untuk semua karya yang kalian berikan untuk Indonesia 
Kalian ga akan terlahir kembali 
Kalian the one and only",cqd6SGKWAQw
